gene_id,gene_name,GSM4143959_HUtSMC-AP-1-KO-Rep-1,GSM4143960_HUtSMC-AP-1-KO-Rep-2,GSM4143961_HUtSMC-AP-1-KO-Rep-3,GSM4143962_HUtSMC-Negative-Ctrl-Rep-1,GSM4143963_HUtSMC-Negative-Ctrl-Rep-2,GSM4143964_HUtSMC-Negative-Ctrl-Rep-3
ENSG00000248109,MARCOL,0,0,0,0,0,0
ENSG00000214510,SPINK13,0,0,0,0,0,0
ENSG00000247199,FBXO38-DT,3,2,1,1,2,0
ENSG00000249834,PGBD4P3,0,0,0,0,0,0
ENSG00000145879,SPINK7,0,0,0,0,0,0
ENSG00000204909,SPINK9,0,0,0,0,0,0
ENSG00000283653,ENSG00000283653,0,0,0,0,0,0
ENSG00000145868,FBXO38,840,905,961,1172,1072,1111
ENSG00000274799,Metazoa_SRP,0,0,0,0,1,0
ENSG00000251330,ENSG00000251330,0,0,0,0,0,0
ENSG00000164270,HTR4,0,0,0,0,0,0
ENSG00000253297,ENSG00000253297,0,0,0,0,0,0
ENSG00000169252,ADRB2,129,64,21,5,6,3
ENSG00000169247,SH3TC2,78,80,50,24,56,47
ENSG00000272411,ENSG00000272411,0,0,0,0,0,0
ENSG00000251842,RNU6-732P,0,0,0,0,0,0
ENSG00000207714,MIR584,0,0,0,0,0,0
ENSG00000250072,SH3TC2-DT,1,10,2,1,0,0
ENSG00000200161,RN7SKP145,0,0,0,0,0,0
ENSG00000173210,ABLIM3,2377,2150,1836,2573,2469,2492
ENSG00000248647,ENSG00000248647,0,0,0,0,0,0
ENSG00000253406,ENSG00000253406,1,1,2,1,1,3
ENSG00000157510,AFAP1L1,271,298,216,122,96,121
ENSG00000164284,GRPEL2,415,593,502,474,470,495
ENSG00000253618,GRPEL2-AS1,0,1,0,0,0,0
ENSG00000145882,PCYOX1L,215,208,161,160,227,192
ENSG00000127743,IL17B,4,0,3,3,3,4
ENSG00000253865,ENSG00000253865,0,0,0,0,0,0
ENSG00000249669,CARMN,296,343,318,766,270,531
ENSG00000275871,LNPPS,0,0,1,0,0,0
ENSG00000284182,MIR143,0,0,0,0,0,0
ENSG00000276365,MIR145,4,2,5,9,4,5
ENSG00000113712,CSNK1A1,2739,2882,2491,3083,3071,3115
ENSG00000230551,ENSG00000230551,199,153,111,177,172,181
ENSG00000241112,RPL29P14,5,0,3,4,0,1
ENSG00000183111,ARHGEF37,9,22,10,10,15,8
ENSG00000222213,RNU6-588P,0,0,0,0,0,0
ENSG00000221043,U3,0,0,0,0,0,0
ENSG00000242928,RN7SL868P,0,0,0,0,0,0
ENSG00000155846,PPARGC1B,37,20,14,41,36,28
ENSG00000199047,MIR378A,0,0,0,0,0,0
ENSG00000132915,PDE6A,0,0,0,0,0,0
ENSG00000251583,MFFP2,3,2,3,1,0,3
ENSG00000200334,Y_RNA,0,0,0,0,0,0
ENSG00000155850,SLC26A2,655,736,522,526,858,902
ENSG00000164296,TIGD6,216,225,180,202,235,238
ENSG00000113716,HMGXB3,1712,1610,1336,1813,2073,2161
ENSG00000248696,ENSG00000248696,0,0,0,0,0,0
ENSG00000241907,RPS20P4,0,0,0,0,0,0
ENSG00000182578,CSF1R,72,28,22,18,33,23
ENSG00000214485,RPL7P1,31,13,28,36,26,19
ENSG00000199409,Y_RNA,0,0,0,1,0,0
ENSG00000113721,PDGFRB,7313,9742,11971,15406,12202,12134
ENSG00000113722,CDX1,3,3,10,17,12,7
ENSG00000011083,SLC6A7,0,2,2,7,1,2
ENSG00000070808,CAMK2A,16,5,16,27,32,47
ENSG00000183876,ARSI,146,90,82,166,250,225
ENSG00000070814,TCOF1,1783,1413,1245,1141,1200,1211
ENSG00000019582,CD74,19,6,4,19,11,10
ENSG00000164587,RPS14,8835,8145,7456,9435,9724,8524
ENSG00000254333,NDST1-AS1,3,0,1,1,0,1
ENSG00000070614,NDST1,4762,4938,3964,3419,4341,4764
ENSG00000171992,SYNPO,646,1402,948,221,364,335
ENSG00000253852,ENSG00000253852,0,0,0,0,0,0
ENSG00000164591,MYOZ3,0,1,0,0,0,1
ENSG00000250309,MYOZ3-AS1,0,0,0,0,0,0
ENSG00000086589,RBM22,889,784,742,925,870,785
ENSG00000132912,DCTN4,1710,1723,1663,2453,2167,2142
ENSG00000256235,SMIM3,2055,1836,2151,3749,3113,2947
ENSG00000237693,IRGM,0,0,3,5,6,1
ENSG00000145908,ZNF300,187,150,155,208,140,141
ENSG00000197083,ZNF300P1,30,32,30,20,32,30
ENSG00000274235,ENSG00000274235,0,0,0,0,0,0
ENSG00000277866,ENSG00000277866,0,0,0,0,0,0
ENSG00000211445,GPX3,396,365,259,112,207,177
ENSG00000145901,TNIP1,1746,2010,1974,1639,2262,2198
ENSG00000197043,ANXA6,11256,11624,10042,11070,10606,10261
ENSG00000254298,ENSG00000254298,0,0,0,0,0,0
ENSG00000198624,CCDC69,24,24,13,31,29,19
ENSG00000196743,GM2A,1033,1064,839,1250,1124,1133
ENSG00000186334,SLC36A3,0,0,0,0,0,0
ENSG00000186335,SLC36A2,0,0,0,0,0,0
ENSG00000270904,ATP6V1G1P5,0,0,0,0,0,0
ENSG00000253897,ENSG00000253897,0,0,0,0,0,0
ENSG00000253472,ENSG00000253472,0,0,0,0,0,0
ENSG00000271494,ENSG00000271494,0,0,0,0,0,0
ENSG00000123643,SLC36A1,613,691,618,504,808,807
ENSG00000200227,RNA5SP197,0,0,0,0,0,0
ENSG00000086570,FAT2,6,4,3,0,1,0
ENSG00000271795,ENSG00000271795,3,3,3,3,7,4
ENSG00000276622,MIR6499,0,0,0,0,0,0
ENSG00000113140,SPARC,69310,121410,100804,91553,151472,142099
ENSG00000249035,CLMAT3,5,4,10,2,8,7
ENSG00000222102,RN7SKP232,0,0,0,0,0,0
ENSG00000272112,ENSG00000272112,3,7,7,11,10,6
ENSG00000177556,ATOX1,693,682,651,710,789,736
ENSG00000253921,ATOX1-AS1,0,0,0,0,0,0
ENSG00000213433,RPLP1P6,6,9,7,6,5,4
ENSG00000275765,ENSG00000275765,14,19,15,18,14,12
ENSG00000145907,G3BP1,5098,4703,4146,3836,4165,4267
ENSG00000145888,GLRA1,0,0,0,0,0,0
ENSG00000270978,ENSG00000270978,0,0,0,0,0,0
ENSG00000222308,RNA5SP198,0,0,0,0,0,0
ENSG00000254226,LINC01933,0,0,0,0,0,0
ENSG00000132911,NMUR2,0,0,0,0,0,0
ENSG00000242080,RPL36AP20,0,0,0,0,0,0
ENSG00000249484,LINC01470,0,0,0,0,0,0
ENSG00000155511,GRIA1,93,80,56,98,94,97
ENSG00000242976,RN7SL177P,0,0,0,0,0,0
ENSG00000251183,LINC01861,0,0,0,0,0,0
ENSG00000261382,ENSG00000261382,0,0,0,0,0,0
ENSG00000055147,FAM114A2,612,660,626,772,760,733
ENSG00000037749,MFAP3,375,470,360,456,519,569
ENSG00000164574,GALNT10,5086,6287,4790,3870,5527,5818
ENSG00000245275,SAP30L-AS1,4,1,2,1,6,1
ENSG00000253119,HNRNPA3P7,0,0,0,1,0,0
ENSG00000221430,MIR1294,0,0,0,0,0,0
ENSG00000241963,RN7SL655P,0,0,0,0,0,0
ENSG00000164576,SAP30L,417,418,406,715,594,648
ENSG00000113196,HAND1,1,0,0,0,0,0
ENSG00000254293,ENSG00000254293,0,0,0,0,0,0
ENSG00000253886,ENSG00000253886,1,1,3,0,1,0
ENSG00000253146,CIR1P1,0,0,0,0,0,1
ENSG00000264760,MIR3141,0,0,0,0,0,0
ENSG00000221552,MIR1303,0,0,0,0,0,0
ENSG00000274472,Y_RNA,0,0,0,0,0,0
ENSG00000155506,LARP1,7524,6921,5998,5718,6499,7523
ENSG00000272197,RN7SL803P,0,0,0,0,0,0
ENSG00000241187,RPL21P57,0,0,1,0,0,0
ENSG00000170271,FAXDC2,77,106,89,351,129,150
ENSG00000277039,Metazoa_SRP,0,0,0,0,0,0
ENSG00000263361,MIR378H,0,0,0,0,1,0
ENSG00000155508,CNOT8,924,1139,1057,998,1188,1073
ENSG00000082516,GEMIN5,658,545,455,474,532,508
ENSG00000082515,MRPL22,697,575,513,584,554,545
ENSG00000253261,ENSG00000253261,0,0,0,0,0,0
ENSG00000226650,KIF4B,1,2,0,3,3,2
ENSG00000253646,RPL6P32,1,0,0,0,0,0
ENSG00000271477,ENSG00000271477,0,1,0,1,0,0
ENSG00000270442,ENSG00000270442,1,0,0,0,0,0
ENSG00000200275,RNA5SP199,0,0,0,0,0,0
ENSG00000170624,SGCD,53,137,109,112,120,99
ENSG00000253370,ENSG00000253370,0,0,0,0,0,0
ENSG00000254163,ENSG00000254163,0,0,0,0,0,0
ENSG00000199468,RNU6-556P,0,0,0,0,0,0
ENSG00000231989,PPP1R2B,5,1,3,1,6,6
ENSG00000145850,TIMD4,0,0,0,0,0,0
ENSG00000270560,APOOP1,0,0,0,0,0,0
ENSG00000113249,HAVCR1,0,0,0,0,0,0
ENSG00000135077,HAVCR2,0,3,0,0,2,4
ENSG00000254246,ENSG00000254246,0,0,0,0,0,0
ENSG00000155868,MED7,314,293,259,291,276,288
ENSG00000113263,ITK,0,0,0,0,0,0
ENSG00000170613,GARIN3,0,0,0,0,0,0
ENSG00000253980,ENSG00000253980,0,0,0,0,0,0
ENSG00000253653,ENSG00000253653,0,1,0,0,0,0
ENSG00000055163,CYFIP2,376,362,263,425,498,472
ENSG00000172568,FNDC9,0,0,0,0,1,0
ENSG00000251405,NIPAL4-DT,6,7,2,7,5,7
ENSG00000248544,ENSG00000248544,2,1,2,1,3,0
ENSG00000135074,ADAM19,8098,10632,8335,5987,10178,11166
ENSG00000253155,ENSG00000253155,0,0,0,1,1,0
ENSG00000172548,NIPAL4,6,16,14,8,11,5
ENSG00000253519,ENSG00000253519,0,0,0,0,0,0
ENSG00000252068,RNU6-390P,0,1,0,0,0,0
ENSG00000254336,ENSG00000254336,0,0,1,0,0,1
ENSG00000039600,SOX30,5,6,8,5,8,4
ENSG00000187658,C5orf52,0,1,1,1,1,1
ENSG00000253798,ENSG00000253798,0,0,0,0,0,0
ENSG00000113272,THG1L,378,314,332,403,351,352
ENSG00000155858,LSM11,256,309,230,195,246,258
ENSG00000253630,ENSG00000253630,0,0,0,0,0,0
ENSG00000113282,CLINT1,2330,2472,2017,2098,2737,2677
ENSG00000206819,RNU6-260P,0,0,0,0,0,0
ENSG00000244331,ENSG00000244331,0,0,2,0,0,1
ENSG00000222626,RNU2-48P,0,0,0,0,0,0
ENSG00000253743,MARK2P11,0,0,0,0,0,0
ENSG00000213414,ENSG00000213414,1,0,0,1,2,0
ENSG00000253422,ENSG00000253422,0,0,0,0,0,0
ENSG00000253792,ENSG00000253792,0,0,0,0,0,0
ENSG00000253673,ENSG00000253673,0,0,0,0,0,0
ENSG00000254047,ENSG00000254047,0,0,0,0,0,0
ENSG00000253449,ENSG00000253449,0,0,0,0,0,0
ENSG00000253424,ENSG00000253424,0,1,0,0,0,0
ENSG00000253134,ENSG00000253134,0,0,0,0,0,0
ENSG00000276778,LINC02227,0,0,0,0,0,0
ENSG00000254350,ENSG00000254350,0,0,0,0,0,0
ENSG00000254135,ENSG00000254135,0,0,0,0,0,0
ENSG00000164330,EBF1,766,804,708,1138,865,960
ENSG00000253811,ENSG00000253811,0,0,0,0,0,0
ENSG00000253456,ENSG00000253456,0,0,0,0,0,0
ENSG00000245812,LINC02202,11,12,10,40,31,19
ENSG00000279204,ENSG00000279204,42,37,20,70,40,41
ENSG00000145860,RNF145,2219,2425,1787,1466,2098,1932
ENSG00000253315,LINC01932,0,0,0,0,0,0
ENSG00000252458,ENSG00000252458,0,0,0,0,0,0
ENSG00000164332,UBLCP1,1087,1083,972,1125,1390,1236
ENSG00000249738,ENSG00000249738,1,0,0,0,0,2
ENSG00000113302,IL12B,0,1,1,0,1,0
ENSG00000221601,RNU4ATAC2P,0,0,0,0,0,0
ENSG00000253298,LINC01845,0,0,0,0,0,0
ENSG00000283413,ENSG00000283413,0,0,0,0,0,0
ENSG00000253311,LINC01847,0,0,0,0,0,0
ENSG00000170214,ADRA1B,7,5,1,0,7,1
ENSG00000248626,GAPDHP40,14,15,10,5,6,11
ENSG00000199398,Y_RNA,0,0,0,0,0,0
ENSG00000113312,TTC1,1466,1351,1077,1230,1278,1253
ENSG00000223908,ENSG00000223908,1,0,0,0,2,0
ENSG00000170234,PWWP2A,485,484,533,512,585,583
ENSG00000170231,FABP6,0,1,0,0,0,0
ENSG00000247699,FABP6-AS1,0,0,0,1,1,1
ENSG00000253772,ENSG00000253772,0,0,0,0,0,0
ENSG00000135083,CCNJL,11,19,15,8,2,5
ENSG00000254373,ENSG00000254373,0,1,2,3,0,0
ENSG00000270612,ENSG00000270612,0,0,0,0,0,0
ENSG00000145861,C1QTNF2,38,30,25,35,27,21
ENSG00000221886,FAM200C,80,81,64,73,79,81
ENSG00000164609,SLU7,1080,1211,1153,1357,1473,1402
ENSG00000164611,PTTG1,2055,1449,1393,1463,738,680
ENSG00000253522,MIR3142HG,11,3,12,10,12,21
ENSG00000265237,MIR3142,0,0,0,0,0,0
ENSG00000283733,MIR146A,0,0,0,0,0,0
ENSG00000118322,ATP10B,0,0,0,0,0,0
ENSG00000253687,ENSG00000253687,0,0,0,0,0,0
ENSG00000254391,ENSG00000254391,0,0,0,0,0,0
ENSG00000253417,LINC02159,0,0,0,0,0,0
ENSG00000145864,GABRB2,5,5,25,35,12,17
ENSG00000145863,GABRA6,0,0,0,0,0,0
ENSG00000253403,GABRA6-AS1,0,0,0,0,0,0
ENSG00000118990,GLRXP3,12,10,5,9,8,13
ENSG00000022355,GABRA1,1,0,5,1,0,0
ENSG00000280776,LINC01202,0,0,0,0,0,0
ENSG00000113327,GABRG2,0,0,0,0,0,0
ENSG00000201474,RNU6-164P,0,0,0,0,0,0
ENSG00000254186,ENSG00000254186,0,0,0,0,0,0
ENSG00000254351,ARL2BPP5,0,0,0,0,0,0
ENSG00000249449,MRPL57P6,0,0,0,0,0,0
ENSG00000250114,ENSG00000250114,0,0,0,0,0,0
ENSG00000113328,CCNG1,3536,3020,3022,6084,2896,2690
ENSG00000170584,NUDCD2,452,444,443,511,428,341
ENSG00000072571,HMMR,1028,795,626,546,284,275
ENSG00000251018,HMMR-AS1,1,1,0,0,1,1
ENSG00000038274,MAT2B,1482,1461,1428,1666,1855,1727
ENSG00000224012,ENSG00000224012,0,2,0,0,1,0
ENSG00000251998,RNU6-168P,0,0,0,0,0,0
ENSG00000273569,ENSG00000273569,0,0,0,0,0,0
ENSG00000271679,LSM1P2,0,0,0,0,0,0
ENSG00000253331,ENSG00000253331,0,0,0,0,0,0
ENSG00000253538,ENSG00000253538,0,0,0,0,0,0
ENSG00000241956,LINC03000,1,3,0,1,0,0
ENSG00000253236,LINC02143,0,0,0,0,0,0
ENSG00000253600,ENSG00000253600,1,0,2,1,1,0
ENSG00000206845,RNU6-209P,0,0,0,0,0,0
ENSG00000254066,LINC01938,0,0,0,0,0,0
ENSG00000253693,ENSG00000253693,0,0,0,0,0,0
ENSG00000252794,RN7SKP60,0,0,0,0,0,0
ENSG00000253512,ENSG00000253512,0,0,0,0,0,0
ENSG00000253946,RPL21P59,0,0,0,0,0,0
ENSG00000254252,RPL7P20,1,1,0,0,0,2
ENSG00000254171,ENSG00000254171,0,0,0,0,0,0
ENSG00000229119,RPLP0P9,25,23,23,31,34,31
ENSG00000254130,LINC01947,0,0,0,0,0,0
ENSG00000253713,ENSG00000253713,0,0,0,0,0,0
ENSG00000253469,ENSG00000253469,0,0,0,0,0,0
ENSG00000145934,TENM2,14,25,24,7,15,8
ENSG00000254365,ENSG00000254365,0,0,0,0,0,0
ENSG00000254297,ENSG00000254297,0,0,0,0,0,0
ENSG00000253527,ENSG00000253527,0,0,0,0,0,0
ENSG00000254187,ENSG00000254187,0,0,0,0,0,0
ENSG00000253357,ENSG00000253357,0,1,0,0,0,0
ENSG00000253660,ENSG00000253660,0,0,0,2,0,0
ENSG00000253947,ENSG00000253947,0,0,0,0,0,0
ENSG00000253065,ENSG00000253065,0,0,0,0,0,0
ENSG00000253925,ENSG00000253925,0,0,0,0,0,0
ENSG00000279739,ENSG00000279739,1,0,0,0,0,1
ENSG00000253978,TENM2-AS1,0,0,0,0,0,0
ENSG00000113645,WWC1,90,48,17,3,11,13
ENSG00000113643,RARS1,3543,3274,2646,2968,3665,3477
ENSG00000188573,FBLL1,0,0,3,0,0,1
ENSG00000120137,PANK3,1382,1557,1442,1490,1253,1396
ENSG00000253861,SLC2A3P1,0,0,0,0,0,0
ENSG00000199035,MIR103A1,1,0,0,0,0,0
ENSG00000283612,MIR103B1,0,0,0,0,0,0
ENSG00000233913,RPL10P9,38,32,25,37,34,46
ENSG00000254192,ENSG00000254192,0,2,0,0,0,0
ENSG00000184347,SLIT3,112,421,133,35,45,45
ENSG00000254042,SLIT3-AS2,1,0,0,0,0,0
ENSG00000207739,MIR218-2,0,0,0,0,0,0
ENSG00000202345,Y_RNA,0,0,0,0,0,0
ENSG00000248965,ENSG00000248965,0,0,0,0,0,0
ENSG00000279752,ENSG00000279752,0,0,0,0,0,0
ENSG00000248222,SLIT3-AS1,0,0,0,0,0,0
ENSG00000207619,MIR585,0,0,0,0,0,0
ENSG00000206614,RNU6-477P,0,0,0,0,0,0
ENSG00000040275,SPDL1,1572,1629,1432,1045,1565,1405
ENSG00000134516,DOCK2,74,80,52,45,73,53
ENSG00000253269,ENSG00000253269,0,0,0,0,0,0
ENSG00000204767,INSYN2B,409,350,378,562,730,790
ENSG00000263831,MIR378E,0,0,0,0,0,0
ENSG00000168269,FOXI1,0,0,0,0,0,0
ENSG00000253219,KRT18P41,0,1,0,0,0,0
ENSG00000249601,LINC01187,0,0,0,0,0,0
ENSG00000234511,C5orf58,0,0,0,0,0,0
ENSG00000043462,LCP2,0,0,0,0,0,0
ENSG00000250274,ENSG00000250274,0,0,0,0,0,1
ENSG00000235172,LINC01366,0,0,0,0,0,0
ENSG00000182132,KCNIP1,0,0,0,0,0,0
ENSG00000145936,KCNMB1,3,9,0,1,0,1
ENSG00000253647,KCNIP1-OT1,0,0,0,0,0,0
ENSG00000253858,ENSG00000253858,0,0,1,0,0,0
ENSG00000253591,KCNIP1-AS1,0,0,0,0,0,0
ENSG00000253348,ENSG00000253348,0,0,0,0,0,0
ENSG00000094755,GABRP,0,0,0,0,0,0
ENSG00000204764,RANBP17,184,205,176,215,239,229
ENSG00000244501,RN7SL623P,0,0,0,0,0,0
ENSG00000253966,ENSG00000253966,2,0,1,1,2,0
ENSG00000253213,USP12P1,2,2,1,1,1,2
ENSG00000275038,ENSG00000275038,0,0,0,0,0,0
ENSG00000164438,TLX3,1,0,0,0,0,0
ENSG00000213393,ENSG00000213393,0,0,0,0,0,0
ENSG00000265740,RN7SL339P,0,0,0,0,0,0
ENSG00000254256,RPSAP71,0,0,0,0,0,0
ENSG00000206909,SNORA70J,0,0,0,0,0,0
ENSG00000254012,RPL10P8,0,2,1,1,2,1
ENSG00000264249,MIR3912,0,0,0,0,0,0
ENSG00000181163,NPM1,16298,13336,11933,11546,11299,10734
ENSG00000156427,FGF18,2,4,2,2,8,5
ENSG00000253110,ENSG00000253110,0,0,0,0,0,0
ENSG00000185662,SMIM23,0,0,0,0,0,0
ENSG00000072803,FBXW11,1466,1547,1495,1587,1814,1824
ENSG00000072786,STK10,1044,1209,1092,945,1116,1168
ENSG00000214360,EFCAB9,0,0,0,0,0,0
ENSG00000168246,UBTD2,638,716,856,989,859,831
ENSG00000212529,ENSG00000212529,0,0,0,0,0,0
ENSG00000253218,KLF3P1,0,0,0,0,0,0
ENSG00000174705,SH3PXD2B,788,960,1044,2072,1281,1360
ENSG00000254299,LINC01944,0,0,0,0,0,0
ENSG00000280318,ENSG00000280318,0,0,0,0,0,0
ENSG00000214357,NEURL1B,307,176,186,372,90,113
ENSG00000253683,ENSG00000253683,18,20,26,17,22,22
ENSG00000265160,MIR5003,0,0,0,0,0,0
ENSG00000253445,ENSG00000253445,0,0,1,0,0,0
ENSG00000253295,ENSG00000253295,1,0,0,0,0,0
ENSG00000213386,ENSG00000213386,3,2,1,0,0,1
ENSG00000253736,ENSG00000253736,0,0,0,1,2,1
ENSG00000120129,DUSP1,2119,2670,1507,6457,1963,1853
ENSG00000206741,Y_RNA,0,0,0,0,0,0
ENSG00000270243,ENSG00000270243,0,0,0,0,0,0
ENSG00000253628,ENSG00000253628,0,0,0,0,0,0
ENSG00000113719,ERGIC1,6841,7402,5795,5353,7184,6963
ENSG00000204758,RPL26L1-AS1,37,43,22,19,21,25
ENSG00000254295,ENSG00000254295,3,2,2,1,0,2
ENSG00000037241,RPL26L1,526,466,344,458,490,405
ENSG00000253785,ENSG00000253785,4,1,3,5,4,8
ENSG00000113732,ATP6V0E1,3441,3912,2902,3029,4031,3719
ENSG00000254328,ENSG00000254328,0,0,0,0,0,1
ENSG00000212402,SNORA74B,1,1,0,0,0,0
ENSG00000207210,Y_RNA,0,0,0,0,0,0
ENSG00000164463,CREBRF,254,273,282,627,481,511
ENSG00000253439,CDC42P5,1,0,0,0,1,0
ENSG00000253172,ENSG00000253172,0,0,0,0,0,0
ENSG00000113734,BNIP1,199,181,185,193,180,177
ENSG00000254200,RPL7AP33,0,0,0,0,1,0
ENSG00000183072,NKX2-5,0,0,1,0,0,0
ENSG00000201277,Y_RNA,0,0,0,0,0,0
ENSG00000252169,RNA5SP200,0,0,0,0,0,0
ENSG00000113739,STC2,10575,13809,10066,4648,13286,13366
ENSG00000274994,MIR8056,0,0,0,0,0,0
ENSG00000199219,RNU6-500P,0,0,0,0,0,0
ENSG00000253968,ENSG00000253968,0,0,0,0,0,0
ENSG00000253141,ENSG00000253141,0,1,0,0,0,0
ENSG00000253768,ENSG00000253768,0,0,0,0,1,0
ENSG00000254164,ENSG00000254164,0,0,0,0,0,0
ENSG00000253955,LINC02995,0,0,0,0,0,0
ENSG00000145919,BOD1,749,740,598,893,911,805
ENSG00000253959,LINC01863,0,0,0,0,0,0
ENSG00000253428,LINC01942,0,0,0,0,0,0
ENSG00000253686,LINC01484,0,1,0,0,0,0
ENSG00000254211,LINC01485,0,0,0,0,0,0
ENSG00000113742,CPEB4,650,778,565,581,764,860
ENSG00000185056,C5orf47,0,0,0,0,1,0
ENSG00000253109,RPL12P22,0,0,0,0,0,0
ENSG00000170091,NSG2,0,0,0,0,0,0
ENSG00000253244,ENSG00000253244,0,0,0,0,0,0
ENSG00000253447,ENSG00000253447,0,0,0,0,0,0
ENSG00000254011,ENSG00000254011,0,0,0,0,0,0
ENSG00000249722,ENSG00000249722,0,0,0,0,0,0
ENSG00000249306,LINC01411,0,1,1,0,0,0
ENSG00000213376,GAPDHP71,1,7,3,4,4,3
ENSG00000249031,SUMO2P6,0,2,0,1,1,1
ENSG00000250256,ENSG00000250256,0,0,0,0,0,0
ENSG00000248929,HIGD1AP3,0,1,0,0,0,0
ENSG00000120149,MSX2,15,6,9,14,7,14
ENSG00000251670,ENSG00000251670,0,0,0,0,0,0
ENSG00000266890,MIR4634,0,0,0,0,0,0
ENSG00000204754,LINC01951,0,0,0,0,0,0
ENSG00000251122,NIFKP2,0,0,0,0,0,0
ENSG00000248293,ENSG00000248293,0,0,0,0,0,0
ENSG00000249403,ENSG00000249403,0,0,0,0,0,0
ENSG00000248355,ARL2BPP6,0,0,0,0,0,0
ENSG00000184845,DRD1,0,0,0,0,0,0
ENSG00000164466,SFXN1,2168,2129,1786,1590,2151,1870
ENSG00000270839,ENSG00000270839,0,0,0,0,0,0
ENSG00000222111,RN7SKP148,0,0,0,0,0,0
ENSG00000113749,HRH2,1,1,0,1,1,1
ENSG00000200648,RNU6-226P,0,0,0,0,0,0
ENSG00000145920,CPLX2,0,0,0,0,0,0
ENSG00000280068,ENSG00000280068,0,0,0,0,0,0
ENSG00000250820,ENSG00000250820,0,1,0,0,0,0
ENSG00000051596,THOC3,111,98,88,77,74,72
ENSG00000250801,THOC3-AS1,0,0,0,0,0,0
ENSG00000272494,OR1X1P,0,0,0,0,0,0
ENSG00000250992,ENSG00000250992,0,0,0,0,0,0
ENSG00000248469,ENSG00000248469,0,0,0,0,0,0
ENSG00000251458,ENSG00000251458,0,0,0,0,0,0
ENSG00000251623,ENSG00000251623,0,0,0,0,0,0
ENSG00000248596,ENSG00000248596,0,0,0,0,0,0
ENSG00000283559,CEP192P1,0,0,0,0,0,0
ENSG00000283235,ENSG00000283235,0,0,0,0,0,0
ENSG00000270989,ENSG00000270989,0,0,0,0,0,0
ENSG00000170085,SIMC1,266,303,272,295,277,305
ENSG00000251667,BRCC3P1,13,5,3,7,4,8
ENSG00000122203,KIAA1191,3007,3870,3370,2709,2963,2821
ENSG00000250909,ENSG00000250909,2,0,1,0,1,1
ENSG00000251414,ENSG00000251414,0,2,0,2,0,0
ENSG00000175414,ARL10,796,999,897,841,831,961
ENSG00000221464,MIR1271,0,0,0,0,0,0
ENSG00000048162,NOP16,717,598,461,294,494,475
ENSG00000146066,HIGD2A,860,848,743,930,937,853
ENSG00000175416,CLTB,1522,1525,1034,1158,1382,1338
ENSG00000280139,ENSG00000280139,0,0,0,0,0,0
ENSG00000113194,FAF2,2149,2155,1961,2039,2217,2242
ENSG00000146083,RNF44,209,245,217,272,213,192
ENSG00000074276,CDHR2,0,0,0,0,0,0
ENSG00000243959,RN7SL684P,0,0,0,0,0,0
ENSG00000207420,Y_RNA,0,0,0,0,0,0
ENSG00000169258,GPRIN1,240,223,187,305,207,228
ENSG00000074317,SNCB,0,0,1,4,2,1
ENSG00000266329,MIR4281,0,0,0,0,0,0
ENSG00000175766,EIF4E1B,0,0,0,0,0,0
ENSG00000048140,TSPAN17,1478,1459,1258,1486,1438,1374
ENSG00000248484,ENSG00000248484,0,0,0,0,0,0
ENSG00000251446,ENSG00000251446,0,0,0,0,0,0
ENSG00000248859,LINC01574,0,0,0,0,0,0
ENSG00000113763,UNC5A,0,0,1,0,1,0
ENSG00000160883,HK3,0,0,0,0,0,0
ENSG00000087206,UIMC1,477,417,435,437,443,448
ENSG00000113761,ZNF346,194,186,184,238,219,203
ENSG00000251666,ZNF346-IT1,5,1,0,2,3,1
ENSG00000160867,FGFR4,5,2,6,9,3,3
ENSG00000165671,NSD1,1654,1748,1565,1928,1855,2220
ENSG00000240729,RPL21P60,0,0,1,1,2,0
ENSG00000270706,PRMT1P1,1,1,0,0,0,0
ENSG00000169228,RAB24,102,100,85,111,131,149
ENSG00000213347,MXD3,111,85,91,118,55,80
ENSG00000169230,PRELID1,2729,2408,1947,1785,2153,1977
ENSG00000169223,LMAN2,2900,3022,2849,3330,3615,3435
ENSG00000239393,ENSG00000239393,0,1,0,0,0,0
ENSG00000169220,RGS14,23,25,26,41,23,24
ENSG00000131183,SLC34A1,0,0,0,0,0,0
ENSG00000196570,PFN3,0,0,0,0,0,0
ENSG00000131187,F12,6,6,9,7,4,2
ENSG00000198055,GRK6,653,631,558,480,557,518
ENSG00000246334,PRR7-AS1,9,7,2,0,0,0
ENSG00000131188,PRR7,106,85,58,56,66,67
ENSG00000113758,DBN1,5302,5577,4788,4564,4822,4687
ENSG00000279821,ENSG00000279821,28,53,55,70,28,42
ENSG00000196923,PDLIM7,3374,4049,3662,3564,3715,3763
ENSG00000248996,PDLIM7-AS1,1,0,3,1,1,2
ENSG00000146094,DOK3,26,49,71,32,20,22
ENSG00000183258,DDX41,1176,1346,1163,897,956,883
ENSG00000146067,FAM193B,310,310,363,461,359,336
ENSG00000272459,FAM193B-DT,10,23,15,22,22,15
ENSG00000184840,TMED9,4811,5502,5094,4577,5731,5305
ENSG00000027847,B4GALT7,512,579,512,524,583,600
ENSG00000247679,ENSG00000247679,18,16,19,16,25,21
ENSG00000246596,SIMC1P1,12,8,12,20,7,20
