gene_id,gene_name,PT916-MYO,PT886-LEIO,PT967-MYO,PT886-MYO,PT916-LEIO,PT1063-LEIO,PT1063-MYO,PT848-MYO,PT967-LEIO,PT848-LEIO
ENSG00000275557,,0,0,0,0,4,0,0,0,1,2
ENSG00000206828,RNVU1-30,9,9,1,3,6,5,14,5,9,7
ENSG00000234232,PDE4DIPP7,0,1,0,0,1,0,0,0,5,0
ENSG00000275229,RNU1-68P,0,0,0,0,0,0,0,0,0,0
ENSG00000226500,ENSG00000226500,0,0,0,0,0,0,0,0,0,0
ENSG00000150337,FCGR1A,3,22,4,1,18,9,4,9,96,25
ENSG00000203814,H2BC18,70,53,107,31,81,70,111,115,147,73
ENSG00000233030,ENSG00000233030,0,1,1,0,0,0,0,2,0,0
ENSG00000183598,H3C13,8,9,14,4,12,20,18,30,38,29
ENSG00000270882,H4C14,0,0,2,0,0,0,1,0,0,0
ENSG00000203811,H3C14,0,0,0,0,0,0,0,0,0,0
ENSG00000203812,,0,0,0,0,0,0,0,0,0,0
ENSG00000220323,H2BC19P,3,1,5,3,2,5,4,6,2,2
ENSG00000261716,H2BC20P,34,47,90,23,51,68,71,60,63,54
ENSG00000272993,,4,7,11,2,5,8,12,8,9,7
ENSG00000203819,,2,3,7,0,5,4,6,7,6,8
ENSG00000272196,,0,0,0,0,0,0,2,0,0,0
ENSG00000203852,H3C15,0,0,0,0,0,0,0,0,0,0
ENSG00000270276,H4C15,0,0,0,0,0,0,0,0,0,0
ENSG00000264207,ENSG00000264207,0,0,0,0,0,0,0,0,0,0
ENSG00000184678,H2BC21,272,191,380,114,231,225,527,319,411,281
ENSG00000184260,H2AC20,458,340,624,148,372,467,876,550,801,479
ENSG00000184270,H2AC21,88,93,161,38,91,103,171,140,257,161
ENSG00000178096,BOLA1,45,53,89,30,47,51,87,62,79,52
ENSG00000159164,SV2A,99,188,170,107,258,197,324,255,353,318
ENSG00000143368,SF3B4,413,362,567,277,361,391,577,478,692,489
ENSG00000014914,MTMR11,354,470,280,298,458,403,434,339,449,549
ENSG00000264522,OTUD7B,918,838,1608,815,802,852,1306,1085,935,1011
ENSG00000223945,RPL6P31,0,0,0,0,0,1,0,0,0,0
ENSG00000136631,VPS45,480,447,446,217,484,443,551,618,432,520
ENSG00000023902,PLEKHO1,521,481,711,463,560,553,968,574,981,588
ENSG00000266187,RN7SL480P,5,8,6,1,5,6,2,7,14,4
ENSG00000143401,ANP32E,461,347,628,145,416,429,579,475,384,460
ENSG00000222222,RNU2-17P,0,0,1,0,0,0,0,0,1,0
ENSG00000276110,ENSG00000276110,0,0,0,0,0,0,0,0,0,0
ENSG00000118298,CA14,0,0,0,0,0,1,0,1,0,0
ENSG00000117362,APH1A,439,420,694,347,391,429,772,675,662,517
ENSG00000118292,C1orf54,83,66,117,68,34,79,156,180,110,126
ENSG00000159208,CIART,30,60,49,25,65,100,89,56,93,108
ENSG00000266472,MRPS21,299,306,452,198,358,383,520,372,411,382
ENSG00000117360,PRPF3,518,480,697,435,585,531,792,686,608,609
ENSG00000163125,RPRD2,933,744,1627,693,840,954,1719,1119,1005,1129
ENSG00000143374,TARS2,110,169,175,139,169,152,234,213,219,180
ENSG00000283933,MIR6878,0,0,0,0,0,0,0,0,0,0
ENSG00000143369,ECM1,327,72,354,293,65,111,388,568,172,144
ENSG00000228126,FALEC,1,3,1,1,1,7,3,7,2,3
ENSG00000237781,ADAMTSL4-AS2,95,9,46,36,33,10,37,62,13,54
ENSG00000143382,ADAMTSL4,560,107,285,261,114,156,386,376,124,308
ENSG00000264553,MIR4257,0,0,0,0,0,0,1,0,0,0
ENSG00000203804,ADAMTSL4-AS1,222,90,113,107,81,55,116,111,29,69
ENSG00000277452,RN7SL473P,30,9,23,19,12,12,15,10,17,16
ENSG00000274963,RN7SL600P,33,12,10,24,12,6,21,12,10,12
ENSG00000143384,MCL1,5378,3745,8372,2653,2670,2306,6874,5013,3107,2322
ENSG00000253047,ENSG00000253047,3,8,6,0,3,4,10,8,1,6
ENSG00000143420,ENSA,1065,941,1510,699,821,798,1553,1169,1058,1046
ENSG00000276103,U4,2,4,5,4,6,1,8,5,4,3
ENSG00000143457,GOLPH3L,295,229,466,111,294,315,524,416,411,316
ENSG00000143452,HORMAD1,3,32,1,0,2,0,1,2,29,14
ENSG00000206931,RNU6-1042P,0,0,0,0,0,0,0,0,0,0
ENSG00000163131,CTSS,193,150,254,105,181,120,207,319,740,155
ENSG00000236713,ENSG00000236713,0,0,0,0,0,1,0,0,0,0
ENSG00000143387,CTSK,1396,1415,3900,556,1419,2013,2420,2119,3928,1825
ENSG00000224690,UBE2D3P3,0,0,0,0,0,0,0,0,0,0
ENSG00000143437,ARNT,1136,1228,1657,855,1027,968,1628,1270,1240,1205
ENSG00000200175,RNU6-1309P,0,2,0,0,0,1,1,1,0,1
ENSG00000224800,RPS27AP6,0,0,1,0,1,1,0,0,1,1
ENSG00000283324,CTXND2,0,0,0,0,0,0,0,0,0,0
ENSG00000229357,CYCSP51,0,0,0,0,0,0,0,0,0,0
ENSG00000143379,SETDB1,468,538,659,427,646,586,749,619,593,594
ENSG00000143418,CERS2,969,672,1488,581,634,734,1229,985,1043,811
ENSG00000259357,ENSG00000259357,6,1,11,7,6,8,7,10,13,10
ENSG00000231073,ENSG00000231073,0,0,0,1,0,0,1,1,0,0
ENSG00000143412,ANXA9,32,4,67,16,12,13,33,30,2,6
ENSG00000143409,MINDY1,334,194,527,340,206,276,624,416,205,316
ENSG00000143363,PRUNE1,247,193,349,172,190,222,389,263,246,234
ENSG00000200759,RNU6-884P,0,0,0,0,0,0,1,0,0,0
ENSG00000163141,BNIPL,3,3,2,1,6,6,2,4,4,6
ENSG00000143443,C1orf56,35,53,75,38,49,66,99,72,57,65
ENSG00000197622,CDC42SE1,956,861,1169,798,679,525,1235,1019,973,766
ENSG00000213190,MLLT11,171,231,153,90,299,188,279,213,186,173
ENSG00000143458,GABPB2,576,375,740,454,289,241,595,486,320,317
ENSG00000233717,RPS29P29,0,0,0,0,0,0,0,0,0,0
ENSG00000261168,ENSG00000261168,8,8,7,3,9,11,13,8,7,10
ENSG00000143434,SEMA6C,207,143,253,194,295,471,511,362,327,406
ENSG00000163154,TNFAIP8L2,7,7,3,2,7,4,8,19,32,9
ENSG00000163156,SCNM1,76,89,96,55,98,88,167,96,174,106
ENSG00000163155,LYSMD1,101,87,152,81,118,122,162,117,120,108
ENSG00000163157,TMOD4,0,0,0,0,0,0,0,0,0,0
ENSG00000163159,VPS72,197,192,314,151,237,255,406,262,383,307
ENSG00000143398,PIP5K1A,662,659,967,569,732,677,996,879,767,818
ENSG00000159352,PSMD4,483,476,784,377,485,465,721,538,719,482
ENSG00000232671,ZNF687-AS1,2,3,7,2,2,1,9,6,4,3
ENSG00000143373,ZNF687,295,260,408,296,312,318,535,360,481,353
ENSG00000143393,PI4KB,993,745,1543,1071,952,714,1271,1171,890,913
ENSG00000265753,RN7SL444P,8,9,8,6,10,5,9,11,10,9
ENSG00000273481,,0,0,0,0,1,0,0,1,0,0
ENSG00000143390,RFX5,417,449,607,300,758,587,700,510,513,615
ENSG00000224645,ENSG00000224645,2,1,0,0,0,0,0,1,0,0
ENSG00000237976,RFX5-AS1,3,7,0,0,5,5,6,5,7,2
ENSG00000143416,SELENBP1,394,196,355,300,276,265,434,361,195,200
ENSG00000159377,PSMB4,645,687,1050,432,618,675,1095,919,1145,757
ENSG00000143442,POGZ,1893,1937,2195,1570,1807,1683,2554,1998,1888,1972
ENSG00000238711,RNY4P25,0,0,0,0,0,0,0,0,0,0
ENSG00000143375,CGN,30,8,13,2,15,11,15,33,10,13
ENSG00000252840,ENSG00000252840,0,0,0,0,0,0,0,0,0,0
ENSG00000143367,TUFT1,185,56,170,168,48,72,159,140,77,55
ENSG00000232536,ENSG00000232536,5,2,7,9,5,5,5,8,2,2
ENSG00000207606,MIR554,3,2,2,4,0,1,2,4,0,0
ENSG00000223861,ENSG00000223861,10,3,7,5,2,5,10,7,3,2
ENSG00000250734,ENSG00000250734,5,4,5,10,12,18,17,6,6,9
ENSG00000143376,SNX27,831,824,963,646,962,802,1146,868,932,791
ENSG00000206635,RNU6-1062P,0,0,1,0,4,1,3,0,1,1
ENSG00000227045,ENSG00000227045,1,0,0,0,0,2,1,0,0,1
ENSG00000159409,CELF3,3,2,1,2,1,1,2,0,1,0
ENSG00000178796,RIIAD1,1,2,1,2,1,0,4,1,0,0
ENSG00000206980,RNU6-662P,0,0,0,0,0,0,0,0,0,0
ENSG00000269621,ENSG00000269621,1,1,1,0,1,0,3,1,0,2
ENSG00000236940,ENSG00000236940,0,0,0,0,0,0,0,0,0,0
ENSG00000143436,MRPL9,178,151,271,87,200,171,263,223,278,219
ENSG00000143450,OAZ3,6,1,2,3,5,4,6,5,5,4
ENSG00000249602,ENSG00000249602,2,1,1,1,0,0,1,0,2,0
ENSG00000232937,ENSG00000232937,0,0,0,0,0,0,0,0,0,0
ENSG00000268288,ENSG00000268288,1,0,2,0,0,0,1,1,0,1
ENSG00000182134,TDRKH,26,19,44,21,37,51,42,51,39,50
ENSG00000203288,TDRKH-AS1,1,0,1,1,1,1,1,1,0,0
ENSG00000269489,ENSG00000269489,0,0,0,0,0,0,0,0,0,1
ENSG00000213171,LINGO4,0,0,0,0,0,1,0,1,0,0
ENSG00000143365,RORC,8,0,3,2,0,2,12,10,2,1
ENSG00000225556,C2CD4D,0,1,0,1,0,0,0,3,0,1
ENSG00000201134,Y_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000234614,C2CD4D-AS1,5,5,3,1,1,4,4,6,1,2
ENSG00000196407,THEM5,0,1,0,0,0,0,0,0,0,0
ENSG00000159445,THEM4,121,129,136,77,175,138,136,153,161,162
ENSG00000223810,KRT8P28,0,0,0,0,0,0,0,0,0,0
ENSG00000197747,S100A10,1037,875,382,300,516,506,567,480,445,769
ENSG00000229021,ENSG00000229021,2,4,0,0,2,1,1,2,0,0
ENSG00000240667,NBPF18P,0,0,0,0,0,0,0,0,0,0
ENSG00000163191,S100A11,577,677,320,370,396,414,471,647,1011,756
ENSG00000232678,SPTLC1P4,0,0,0,0,0,0,0,2,0,0
ENSG00000182898,TCHHL1,0,0,0,0,0,0,0,0,0,0
ENSG00000159450,TCHH,2,1,4,1,2,5,1,5,9,1
ENSG00000226716,ENSG00000226716,0,0,0,0,0,0,0,0,0,0
ENSG00000233792,PUDPP2,0,1,0,0,1,0,1,0,0,0
ENSG00000215853,RPTN,0,0,0,0,0,0,0,0,0,0
ENSG00000237975,,31,45,5,16,5,2,45,35,0,23
ENSG00000236427,CCDST,10,17,2,1,0,1,8,0,0,6
ENSG00000197915,HRNR,0,2,0,2,0,0,1,2,0,0
ENSG00000143631,FLG,0,1,0,0,0,0,0,2,0,2
ENSG00000143520,FLG2,1,0,0,0,0,1,1,0,0,0
ENSG00000183586,HMGN3P1,0,0,0,0,0,0,0,0,0,0
ENSG00000143536,CRNN,0,0,0,0,0,0,0,0,0,0
ENSG00000186207,LCE5A,0,0,0,0,0,0,0,0,0,0
ENSG00000169509,CRCT1,0,0,0,0,0,0,0,0,0,0
ENSG00000185966,LCE3E,0,0,0,0,0,0,0,0,0,0
ENSG00000163202,LCE3D,0,0,0,0,0,0,0,0,0,0
ENSG00000244057,LCE3C,0,0,0,0,0,0,0,0,0,0
ENSG00000187238,LCE3B,0,0,0,0,0,0,0,0,0,0
ENSG00000185962,LCE3A,0,0,0,0,0,0,0,0,0,0
ENSG00000226947,LCEP4,0,0,0,0,0,0,0,0,0,0
ENSG00000176075,,0,0,0,0,0,0,0,0,0,0
ENSG00000187223,LCE2D,0,0,0,0,0,0,0,0,0,0
ENSG00000187180,LCE2C,0,0,0,0,0,0,0,0,0,0
ENSG00000159455,LCE2B,0,0,0,0,0,0,0,0,0,0
ENSG00000187173,LCE2A,0,0,0,0,0,0,0,0,0,0
ENSG00000187170,LCE4A,0,0,0,0,0,0,0,0,0,0
ENSG00000198854,KPLCE,0,0,0,0,0,0,0,0,0,0
ENSG00000229713,LCEP2,0,0,0,0,0,0,0,0,0,0
ENSG00000233819,LCEP1,0,0,0,0,0,0,0,0,0,0
ENSG00000203786,KPRP,0,0,2,0,0,1,0,0,0,0
ENSG00000240386,LCE1F,0,0,0,0,0,0,0,0,0,0
ENSG00000186226,LCE1E,0,0,0,0,0,0,0,0,0,0
ENSG00000172155,LCE1D,0,0,0,0,0,0,0,0,0,0
ENSG00000197084,LCE1C,0,0,0,0,0,0,0,0,0,0
ENSG00000196734,LCE1B,0,0,0,0,0,0,0,0,0,0
ENSG00000186844,LCE1A,0,0,0,0,0,0,0,0,0,0
ENSG00000235942,LCE6A,0,0,0,0,0,0,0,0,0,0
ENSG00000163206,SMCP,0,0,0,0,0,0,0,0,3,1
ENSG00000163207,IVL,0,0,0,0,0,0,0,0,0,1
ENSG00000224308,LINC01527,0,0,0,0,0,0,0,2,0,0
ENSG00000283227,SPRR5,0,0,0,0,0,0,0,0,0,0
ENSG00000184148,SPRR4,0,0,0,0,0,0,0,0,0,0
ENSG00000169474,SPRR1A,0,0,0,0,0,0,0,0,0,0
ENSG00000163209,SPRR3,0,0,0,0,0,0,0,0,0,0
ENSG00000252920,ENSG00000252920,0,0,0,0,0,0,0,0,0,0
ENSG00000234262,ENSG00000234262,0,0,0,0,0,0,0,0,0,0
ENSG00000169469,SPRR1B,0,0,0,0,0,0,0,0,0,0
ENSG00000163216,SPRR2D,0,0,0,0,0,0,0,0,0,0
ENSG00000241794,SPRR2A,0,0,0,0,0,0,0,0,0,0
ENSG00000196805,SPRR2B,0,0,0,0,0,0,0,0,0,0
ENSG00000203785,SPRR2E,0,0,0,0,0,0,0,0,1,0
ENSG00000244094,SPRR2F,0,0,0,0,9,13,2,0,5,8
ENSG00000229035,SPRR2C,0,0,0,0,0,0,0,0,0,0
ENSG00000159516,SPRR2G,0,0,0,0,0,0,0,0,0,0
ENSG00000229699,ENSG00000229699,0,0,0,0,0,0,0,0,0,0
ENSG00000203784,LELP1,0,0,0,0,0,0,0,0,0,0
ENSG00000203783,PRR9,0,0,0,0,0,2,0,0,2,1
ENSG00000230779,RPLP0P4,0,0,0,0,0,0,0,0,0,0
ENSG00000203782,LORICRIN,0,0,0,0,0,0,0,0,2,2
ENSG00000159527,PGLYRP3,0,0,0,0,0,0,0,0,0,0
ENSG00000163218,PGLYRP4,0,0,0,0,0,0,0,0,0,0
ENSG00000207321,RNU6-160P,0,0,0,0,0,0,0,0,0,0
ENSG00000163220,S100A9,23,5,16,5,7,2,21,62,99,6
ENSG00000163221,S100A12,0,0,0,0,0,0,0,1,0,0
ENSG00000237008,LAPTM4BP1,0,0,0,0,0,1,0,0,0,0
ENSG00000143546,S100A8,9,1,5,4,1,1,10,13,20,1
ENSG00000224784,S100A15A,0,0,0,0,0,0,0,0,0,0
ENSG00000184330,S100A7A,0,0,0,0,0,0,0,0,0,0
ENSG00000203781,S100A7P1,0,0,0,0,0,0,0,0,0,0
ENSG00000197364,S100A7L2,0,0,0,0,0,0,0,0,0,0
ENSG00000143556,S100A7,0,0,2,0,1,0,2,1,2,0
ENSG00000263841,RN7SL44P,2,1,2,0,4,3,2,0,1,0
ENSG00000238279,ENSG00000238279,0,6,3,1,3,3,18,9,2,4
ENSG00000197956,S100A6,2957,1856,2307,1556,1008,810,2520,2344,1234,1121
ENSG00000196420,S100A5,0,1,0,0,0,0,1,0,2,0
ENSG00000196154,S100A4,519,253,314,173,65,77,558,688,282,102
ENSG00000188015,S100A3,3,7,6,8,0,1,3,16,1,5
ENSG00000196754,S100A2,3,5,12,3,5,4,4,9,6,4
ENSG00000188643,S100A16,283,329,331,207,214,179,411,372,325,210
ENSG00000189334,S100A14,2,0,0,0,0,0,1,1,0,0
ENSG00000189171,S100A13,98,92,212,66,48,57,155,154,110,84
ENSG00000271853,,1,2,1,0,2,2,0,0,4,0
ENSG00000160678,S100A1,1,3,1,4,0,0,3,1,0,0
ENSG00000272030,,9,8,12,5,8,3,10,8,4,8
ENSG00000160679,CHTOP,473,479,657,306,511,502,763,616,704,682
ENSG00000143553,SNAPIN,122,129,193,91,124,159,209,183,229,169
ENSG00000143621,ILF2,565,793,843,334,683,855,868,871,1344,989
ENSG00000169418,NPR1,920,173,614,783,143,73,904,761,174,157
ENSG00000274940,MIR8083,0,0,0,0,0,0,0,0,0,0
ENSG00000242565,RN7SL372P,2,0,0,0,0,0,0,0,1,0
ENSG00000235015,GEMIN2P1,0,0,0,0,0,1,0,0,0,0
ENSG00000199565,Y_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000143624,INTS3,1623,1710,1589,1579,1685,1412,1936,1795,1329,1688
ENSG00000243613,ENSG00000243613,2,0,0,4,0,0,1,1,1,0
ENSG00000233222,ENSG00000233222,1,1,1,0,2,0,2,1,2,1
ENSG00000279767,,8,13,6,22,3,2,19,15,13,9
ENSG00000143554,SLC27A3,205,200,202,228,153,104,236,277,157,181
ENSG00000207039,Y_RNA,1,0,0,0,0,0,0,0,1,0
ENSG00000143614,GATAD2B,1223,1397,1997,1070,1457,1651,2194,1538,1732,1618
ENSG00000231827,ENSG00000231827,1,3,0,0,2,2,2,1,0,2
ENSG00000223599,ENSG00000223599,33,33,31,32,66,31,40,33,33,40
ENSG00000236327,ENSG00000236327,0,0,0,0,0,0,0,0,0,0
ENSG00000284738,ENSG00000284738,1,1,0,1,0,0,1,2,1,1
ENSG00000198837,DENND4B,763,458,548,552,856,416,588,621,597,582
ENSG00000160741,CRTC2,281,255,500,313,296,315,494,355,459,311
ENSG00000143570,SLC39A1,478,459,716,396,368,306,755,646,742,559
ENSG00000276584,MIR6737,0,0,0,0,0,0,0,0,0,0
ENSG00000282386,ENSG00000282386,5,5,5,5,2,6,11,6,1,7
ENSG00000273026,ENSG00000273026,1,2,2,0,1,2,2,1,5,2
ENSG00000143578,CREB3L4,51,54,105,54,101,110,128,79,99,58
ENSG00000143543,JTB,342,410,502,217,278,295,464,537,714,511
ENSG00000272654,JTB-DT,4,6,3,3,7,11,8,13,6,8
ENSG00000143545,RAB13,412,343,491,262,384,374,477,546,553,380
ENSG00000177954,RPS27,1679,1512,2614,980,1514,1359,2033,1921,3050,2156
ENSG00000143552,NUP210L,14,14,5,6,7,6,11,8,8,3
ENSG00000231416,ENSG00000231416,1,2,3,3,0,0,5,1,3,3
ENSG00000200220,RNU6-179P,0,0,0,0,0,1,0,0,0,0
ENSG00000231837,RPS7P2,0,0,0,0,0,0,0,0,0,0
ENSG00000263987,MIR5698,0,0,0,0,0,0,0,0,0,0
ENSG00000143549,TPM3,1682,1451,1399,910,983,943,1654,1498,1234,1323
ENSG00000264384,RN7SL431P,23,20,21,27,14,10,24,17,6,20
ENSG00000215938,MIR190B,0,0,0,0,0,0,0,0,0,0
ENSG00000163263,CFAP141,1,0,0,1,0,0,0,0,0,0
ENSG00000143612,C1orf43,800,643,1017,482,624,655,1114,800,1025,743
ENSG00000143569,UBAP2L,1546,1602,2006,1284,1556,1581,2187,1999,2080,2001
ENSG00000201129,SNORA58B,1,0,1,1,0,2,2,0,0,0
ENSG00000143575,HAX1,287,208,453,174,197,208,434,336,334,246
ENSG00000252682,ENSG00000252682,0,0,0,0,0,0,0,0,0,0
ENSG00000212292,RNU6-239P,0,0,0,0,0,0,0,0,0,0
ENSG00000222457,RNU6-121P,0,0,0,0,0,0,0,0,0,0
ENSG00000278694,ENSG00000278694,0,0,0,0,0,0,0,0,0,0
ENSG00000143595,AQP10,0,0,2,0,0,0,1,0,0,0
ENSG00000143515,ATP8B2,2346,1724,1977,2623,1025,1038,2268,2318,1190,1484
ENSG00000238365,RNU7-57P,12,8,4,5,10,6,4,7,2,4
ENSG00000237920,ENSG00000237920,0,0,0,0,0,0,1,0,0,0
ENSG00000226855,RPSAP17,1,0,0,0,0,0,1,0,0,0
ENSG00000228013,IL6R-AS1,0,2,6,0,0,0,2,3,0,2
ENSG00000160712,IL6R,504,232,574,391,295,112,413,372,131,173
ENSG00000228264,PSMD8P1,1,0,0,0,0,0,0,0,0,0
ENSG00000169291,SHE,583,273,698,342,268,210,875,600,132,232
ENSG00000273110,ENSG00000273110,1,1,2,1,0,0,0,1,0,0
ENSG00000163239,TDRD10,51,33,72,53,19,14,72,39,9,26
ENSG00000160714,UBE2Q1,338,308,467,209,317,257,526,444,432,330
ENSG00000229780,UBE2Q1-AS1,2,0,0,1,0,0,2,2,1,2
ENSG00000160716,CHRNB2,0,1,2,2,2,3,3,2,3,2
ENSG00000233875,ENSG00000233875,2,2,1,3,5,3,1,0,3,10
ENSG00000160710,ADAR,2623,2251,3904,2026,2368,2201,3993,3863,3928,2892
ENSG00000143603,KCNN3,1106,431,1611,527,653,585,1083,918,962,990
ENSG00000163344,PMVK,149,109,165,92,95,105,165,136,183,115
ENSG00000270361,ENSG00000270361,0,1,1,0,0,0,3,2,3,1
ENSG00000163346,PBXIP1,1347,816,2336,1224,1163,976,2022,1829,1510,1159
ENSG00000268154,Metazoa_SRP,2,0,0,1,2,0,1,1,1,1
ENSG00000163348,PYGO2,272,248,294,225,235,227,370,368,442,367
ENSG00000271380,PYGO2-AS1,11,17,22,11,10,17,29,23,22,12
ENSG00000160691,SHC1,1331,1021,1634,1382,953,911,1757,1942,1257,1288
ENSG00000173207,CKS1B,48,35,48,20,21,29,48,49,47,58
ENSG00000264349,MIR4258,0,1,0,1,0,0,0,2,0,0
ENSG00000160688,FLAD1,110,123,173,104,145,168,210,180,227,178
ENSG00000163352,LENEP,0,1,2,0,4,2,1,3,1,2
ENSG00000160685,ZBTB7B,270,198,270,273,174,140,320,255,217,206
ENSG00000163354,DCST2,12,21,21,22,19,13,18,4,11,14
ENSG00000163357,DCST1,2,2,1,4,1,1,1,0,0,2
ENSG00000232093,DCST1-AS1,2,2,4,1,3,2,7,1,1,2
ENSG00000143537,ADAM15,1112,533,1445,1027,449,336,1240,1051,402,465
ENSG00000243364,EFNA4,17,41,24,13,56,33,49,37,89,52
ENSG00000251246,EFNA4-EFNA3,0,0,0,0,1,0,0,0,0,0
ENSG00000143590,EFNA3,7,9,4,3,3,19,3,9,23,15
ENSG00000202027,Y_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000169242,EFNA1,98,92,219,112,108,81,219,134,96,96
ENSG00000169241,SLC50A1,109,116,144,88,76,88,198,183,188,130
ENSG00000179085,DPM3,64,61,114,53,62,77,95,83,117,85
ENSG00000223452,HMGN2P18,0,1,0,0,0,0,0,0,0,1
ENSG00000163463,KRTCAP2,60,51,58,41,60,47,38,46,48,75
ENSG00000273088,ENSG00000273088,0,0,0,0,0,0,0,0,0,0
ENSG00000163462,TRIM46,30,130,28,66,122,116,74,76,113,136
ENSG00000185499,MUC1,157,142,81,244,110,105,138,123,50,118
ENSG00000231064,THBS3-AS1,29,20,44,50,17,20,36,35,16,25
ENSG00000284586,MIR92B,0,0,0,0,0,0,0,0,0,0
ENSG00000169231,THBS3,884,975,784,1087,570,598,948,1204,648,847
ENSG00000173171,MTX1,63,66,107,60,59,60,107,81,86,75
ENSG00000236263,,1,1,5,3,2,1,4,1,1,2
ENSG00000160766,GBA1LP,31,58,31,39,57,35,42,39,49,29
ENSG00000236675,MTX1LP,0,0,0,0,0,0,0,1,0,0
ENSG00000177628,GBA1,138,131,243,131,140,96,223,206,207,117
ENSG00000160767,ENTREP3,200,191,324,242,233,172,356,244,237,233
ENSG00000116521,SCAMP3,209,221,244,117,154,160,271,245,256,180
ENSG00000176444,CLK2,402,393,481,285,409,390,513,544,435,495
ENSG00000143630,HCN3,51,75,50,56,59,56,70,54,54,64
ENSG00000143627,PKLR,0,1,1,0,0,0,0,0,0,0
ENSG00000160752,FDPS,392,504,419,248,365,352,512,424,404,440
ENSG00000225855,RUSC1-AS1,62,40,59,52,38,38,81,61,26,63
ENSG00000160753,RUSC1,353,348,327,368,353,222,379,360,406,276
ENSG00000116539,ASH1L,3257,2937,4686,2343,3084,2694,4387,3564,3009,3180
ENSG00000283701,MIR555,1,0,1,0,0,0,0,0,1,0
ENSG00000207134,RNU6-106P,3,1,2,0,0,5,3,1,0,3
ENSG00000227773,ASH1L-IT1,7,4,10,5,7,5,8,15,4,9
ENSG00000207144,RNU6-1297P,0,0,0,0,0,0,0,0,0,0
ENSG00000237872,POU5F1P4,0,0,0,1,0,3,1,1,1,0
ENSG00000235919,ASH1L-AS1,8,16,22,10,19,13,24,22,11,19
ENSG00000271267,ENSG00000271267,0,0,0,0,0,0,0,0,0,0
ENSG00000225082,DAP3P1,2,0,2,0,1,1,3,1,0,1
ENSG00000223503,ENSG00000223503,0,0,0,0,0,0,0,0,1,0
ENSG00000232519,ENSG00000232519,0,1,0,0,0,0,0,1,0,0
ENSG00000125459,MSTO1,50,80,66,60,71,70,53,84,88,101
ENSG00000246203,,3,5,1,3,6,3,0,1,6,5
ENSG00000163374,YY1AP1,573,490,738,382,550,517,914,585,602,624
ENSG00000132676,DAP3,444,457,633,287,516,517,655,574,732,576
ENSG00000227673,ENSG00000227673,0,0,0,0,0,0,0,0,0,0
ENSG00000203761,MSTO2P,23,31,29,34,27,35,24,31,50,42
ENSG00000116580,GON4L,878,901,1061,819,881,782,1168,1039,894,1025
ENSG00000234937,ENSG00000234937,0,0,0,0,0,0,0,0,0,0
ENSG00000132718,SYT11,595,1583,1011,423,1174,1010,959,723,1729,1008
ENSG00000283442,U4,0,0,0,0,3,0,0,0,0,0
ENSG00000143622,RIT1,345,353,340,144,299,247,421,315,389,336
ENSG00000132680,KHDC4,508,617,624,397,615,596,660,626,527,739
ENSG00000207475,SNORA80E,4,5,6,8,2,3,2,3,2,0
ENSG00000280466,SCARNA4,0,0,0,0,0,0,0,0,0,0
ENSG00000281394,SCARNA4,0,0,0,0,0,0,0,0,0,0
ENSG00000173080,RXFP4,0,2,1,0,0,0,0,0,0,0
ENSG00000116584,ARHGEF2,1073,806,1113,688,896,896,1427,1012,1126,1051
ENSG00000277817,MIR6738,0,0,0,1,2,0,3,1,1,1
ENSG00000273002,ARHGEF2-AS2,2,4,8,3,11,4,5,2,8,7
ENSG00000224276,ARHGEF2-AS1,0,0,0,0,0,0,0,0,0,0
ENSG00000163479,SSR2,797,961,1214,640,819,1261,1549,1292,1773,1351
ENSG00000160803,UBQLN4,260,256,350,220,317,406,403,390,474,575
ENSG00000116586,LAMTOR2,96,93,114,41,84,72,108,120,154,99
ENSG00000132698,RAB25,1,1,0,4,3,1,0,0,1,0
ENSG00000254726,MEX3A,28,169,35,25,341,408,133,199,609,458
ENSG00000160789,LMNA,5129,5577,4473,4972,2402,2474,4999,4387,6079,4143
ENSG00000196189,SEMA4A,87,125,96,45,57,51,75,88,54,102
ENSG00000252236,ENSG00000252236,0,0,0,0,0,0,0,0,0,0
ENSG00000160785,SLC25A44,248,202,351,226,233,146,307,359,260,271
ENSG00000260238,PMF1-BGLAP,2,1,3,0,2,2,5,4,6,2
ENSG00000160783,PMF1,141,124,183,150,173,137,219,195,205,215
ENSG00000242252,BGLAP,7,8,8,10,9,5,10,12,13,10
ENSG00000160781,PAQR6,14,16,15,18,21,19,17,16,13,13
ENSG00000198952,SMG5,679,820,792,718,830,729,917,720,800,852
ENSG00000163472,TMEM79,24,20,23,22,45,31,46,32,46,34
ENSG00000198715,GLMP,197,191,240,147,201,268,384,291,385,181
ENSG00000189030,VHLL,1,0,0,0,0,1,0,0,0,0
ENSG00000163468,CCT3,1025,1348,1539,706,1311,1401,1706,1388,2124,1412
ENSG00000163467,TSACC,0,0,0,0,0,0,0,0,1,1
ENSG00000132677,RHBG,0,0,0,1,0,0,1,0,0,0
ENSG00000237390,ENSG00000237390,0,0,1,0,0,0,0,1,1,0
ENSG00000125462,MIR9-1HG,1,86,4,2,41,59,11,3,45,31
